f_x_sim,f_y_sim,f_z_sim,f_sp_sim,m_sp_sim,materialremoved_sim,a_x,a_y,a_z,a_sp,v_x,v_y,v_z,v_sp,pos_x,pos_y,pos_z,pos_sp
110.03727,-72.15249,54.469894,146.08621,0.83649427,3.8591776,-2.5722654,-2.201412,1.96728,73857.68,3.3490267,-2.7733755,0.22718605,2026.4829,7.3367386,313.227,380.22766,1374602.8
69.4055,47.15873,63.55376,165.61127,0.8772404,4.1148443,-2.655209,0.9348053,-16.787848,384503.84,-1.0484612,-3.135037,-0.21665743,9898.806,20.554144,290.2529,381.40103,991774.8
-62.527477,-156.80714,60.354206,192.45903,0.9777577,3.2862208,1.9873625,-2.1563694,-5.0325704,723908.06,5.4009113,2.0192807,0.45925412,-11097.792,-7.9262457,332.7156,378.85162,1147757.8
-24.156355,156.28255,32.1819,85.75881,0.57709867,1.2725779,0.71707135,1.3695537,-8.684252,-421182.06,-5.599147,-0.84314775,-1.6109402,-1543.9424,6.049175,267.15335,381.89426,838252.7
0.12016386,23.98926,-0.4193999,1.1246561,0.036266617,-0.09924362,-0.8894143,0.6261787,-3.5707045,1851388.5,-2.5228384,4.571078,-0.4985032,-108004.01,-22.993082,282.17212,379.19952,467452.0
99.40428,127.296364,16.363903,72.71495,0.30624926,1.4893112,-4.2509127,0.5070482,6.34036,-1573010.4,-1.2218312,-8.927493,-0.18020017,-17464.922,54.320675,290.83844,378.98587,1032562.75
-44.00444,-73.11919,52.354736,152.02791,0.77279496,3.0880313,0.14490697,1.7378656,-7.745061,3505543.5,0.95717496,0.038958635,0.6488489,8944.7,4.567582,302.9126,379.20764,1766732.5
-87.09204,203.96118,62.58027,185.29443,1.0154049,2.878014,-0.77284956,-3.0208988,-8.870056,4106948.5,-5.3374686,-0.76417357,-0.3948135,27627.46,3.226111,273.7443,378.19177,1291566.6
8.179894,-1.1091954,11.527162,43.777103,0.21687585,0.6727817,-2.4281588,0.26193613,-1.8662138,3165329.0,-0.5642312,1.7545732,-0.11637161,-60052.516,-9.540898,302.4519,381.16934,1520334.6
79.06252,-85.8265,42.755577,121.41468,0.64471245,2.9825177,-1.0897806,-1.2656916,-12.724172,3458221.2,3.0289538,-1.3276926,-0.37224925,47250.5,-4.9110622,329.5357,379.13837,1209449.0
28.884142,-8.354793,23.823168,68.41909,0.39991817,1.1771315,-4.0589004,0.8667045,-0.759728,3296156.0,-0.13514435,-0.77117914,0.69737154,67456.34,20.43552,299.09995,379.79126,1841106.9
22.031025,35.20621,26.066734,68.170044,0.40593407,1.7985013,-5.6218157,2.969669,-16.9707,1989178.1,0.16651894,-5.095,-0.91031754,-29381.758,29.51108,287.3323,380.61664,1410723.8
-174.95535,-101.3428,60.640423,178.52258,0.9432752,3.4224842,-1.6411514,-1.1005571,-12.963649,3609366.5,1.6127563,3.4657786,0.3201619,48316.363,-18.764906,304.01114,380.642,915746.6
3.2794628,1.9875845,1.0816301,-16.362694,0.0024426219,-0.26949832,-0.5106406,-1.8407394,-15.784308,697475.75,-3.3472166,0.96948767,-0.22620949,-15624.267,6.4791765,275.94727,380.917,1076625.8
-18.502216,247.36278,76.90838,215.66008,1.1111836,4.6734447,-0.7875515,1.8482118,-14.623466,-1661354.2,-7.069132,-1.072617,-0.9612056,71199.86,1.9657816,273.7299,378.5923,473445.5
6.1649523,7.8958964,1.0642732,-6.783501,0.018443936,-0.20590112,-2.813,-0.5936592,-16.827393,468356.7,1.4403405,2.0325243,0.72796714,-59748.953,6.2973194,287.8985,381.22986,1049187.4
45.032387,-48.567432,25.639084,71.88811,0.46848112,1.4522147,-1.0193121,-3.9693408,6.569935,-2075576.9,4.056844,-2.861903,0.006953878,60820.293,16.27524,330.6353,380.69403,1484268.2
42.75323,1.230266,19.650846,62.65963,0.34807783,1.3513376,-2.2989986,1.7885422,-7.6797047,2718346.8,1.650986,-4.934412,-1.6828084,-39797.766,15.880661,301.25342,380.05115,1681658.8
-119.72223,-65.99845,55.8356,139.30234,0.70371026,2.8000903,0.8113679,-0.5292364,-8.705004,-874161.7,1.7837591,2.6476424,-0.6378883,-53704.215,-15.82002,320.4065,380.51816,811253.0
9.5682535,19.186506,19.13693,47.982403,0.2569623,1.2687396,-4.460387,0.7478313,-20.897299,951336.44,-1.628607,0.46323082,-1.995098,-28868.367,-9.336716,302.88275,381.04935,1125696.5
3.3270035,18.909735,2.0234559,7.237991,0.10421159,0.02362933,-0.7893018,-3.117037,-19.60144,1285349.2,0.9138637,0.88085884,0.06230479,-76582.086,9.949658,310.58426,381.6875,1381103.6
31.420885,52.31569,17.77944,40.14415,0.2975144,0.913713,-3.5588465,-1.7785064,-24.67202,1645516.0,-4.1286125,-6.14811,-2.4996803,-121692.125,21.191492,299.2475,381.64505,1246840.1
-27.197649,34.08386,47.398506,122.146645,0.6169848,2.5878603,0.113822564,2.050483,-7.131625,1559480.9,-0.68668145,-2.477651,0.20841908,24612.434,8.077677,284.10684,380.88974,1582442.6
16.99338,-167.46558,65.51183,164.46368,0.8693163,3.9677792,3.748323,-6.126571,-7.8828073,2123848.0,5.0399604,-0.3517004,1.2489783,35145.35,1.891832,337.49182,380.05988,488798.38
6.543432,19.818796,-0.27801576,-1.3507849,0.069114886,0.15355149,-0.48050582,-1.7873044,-27.290102,-395088.38,-0.03053882,-1.4268323,-0.22535032,-23622.379,26.936613,281.09946,384.25598,833783.9
12.348136,24.588064,-4.5054364,-12.595132,0.01578685,-0.43997452,-5.4618974,-1.1412503,-0.046671383,-2199317.8,0.1324186,-5.167459,-1.5451785,-33831.17,22.637104,316.55835,378.80298,1576831.2
-147.56943,-107.830864,91.51835,221.32355,1.1094606,6.0136704,-0.51503736,0.14435919,-4.145509,1653157.5,2.1970289,1.3536553,1.1113287,32036.734,-4.8650455,314.244,379.17328,989879.7
129.89172,-22.498228,42.27393,116.848045,0.5891527,2.8734715,-4.583029,-1.8490125,-19.532763,-612416.44,2.7008314,-4.032049,2.096249,65187.99,24.869967,306.52557,381.85056,901599.25
-65.10692,-10.608977,55.48265,148.55585,0.7217164,2.5464962,-1.4475584,-4.6850896,-16.64914,1302175.6,0.85519373,2.019747,-0.86191064,24687.688,-5.6466937,305.4457,381.92932,753313.4
-4.783843,31.995367,6.2647357,10.682693,0.11546331,0.5725045,-3.4001818,1.005803,-18.525925,496999.9,-3.4081151,-4.0538025,-1.425173,-50772.562,28.214022,289.94223,380.11685,1270282.5
13.417171,-105.45057,54.604034,139.63057,0.7602709,3.2262182,3.5275316,-2.1101453,-14.157235,-172186.77,4.088153,2.1460898,-0.35979313,70004.56,-11.226873,327.2539,379.78723,600542.44
-4.7302175,3.3830276,86.16175,199.79097,1.0712143,5.557427,-6.240093,-0.39758757,-21.060318,-1024990.44,-1.6511223,-0.802782,0.57173824,32439.441,9.799369,286.25754,381.20102,972337.7
-131.65193,1.9985594,54.25459,153.48509,0.8206566,2.5910842,0.1596591,5.784966,6.532389,1523429.4,-4.037114,2.3451056,-1.2989362,-28590.895,-8.7891245,282.3305,376.61,1247311.1
107.51212,127.988914,90.462654,214.54436,1.1061672,7.025339,-5.175493,0.7320907,-23.704592,561600.0,-3.7474394,-3.3873444,0.092210114,5195.118,22.191442,293.1956,379.41077,494106.5
-184.77803,114.91332,82.242355,208.6218,1.0874945,4.957993,2.0174708,0.16049553,-8.2905445,333216.94,-2.3007827,3.302859,1.1796982,46757.336,-23.76946,291.87946,379.20865,208486.25
158.1294,-78.60728,75.413994,174.90422,0.8855567,5.7028904,-2.7208066,1.2596898,-9.799852,2177708.0,1.6431838,-3.573166,0.46516547,60294.906,20.607721,311.43622,379.81427,813294.2
-50.957428,-204.89574,75.29862,187.03174,0.9443949,4.4891043,-2.271643,-2.029777,-9.331016,-945410.3,5.929664,0.90883017,-0.99827003,13882.448,0.6996748,324.89066,380.42853,1232697.5
-69.957924,47.618324,39.895466,95.084114,0.49421123,1.5405918,-1.6087028,-5.2314796,-18.41923,2111226.0,-2.058498,1.7742777,-0.73731184,18773.387,-3.6477108,295.3668,380.2322,790778.75
-14.423899,-155.56601,66.87239,173.0727,0.8107019,4.1430736,-0.6942935,-4.2335873,-11.364951,355664.4,4.4408336,0.4033999,1.1078187,-16526.111,10.611471,322.33926,380.83746,855978.6
-15.614665,-25.709404,16.665499,35.34075,0.2584301,0.51624155,-0.8308228,1.304802,14.444541,-90328.42,-4.774775,1.3090584,0.0819204,-41955.926,-8.940637,299.63547,377.76807,1822360.9
-13.536578,13.52295,1.7524713,-12.536111,0.038834684,-0.016807415,-3.6170588,-3.6311672,-21.680344,1116534.1,-2.4403822,-1.9031802,-1.2344323,10176.676,24.367044,288.46918,381.79205,1393527.4
-54.46562,-86.01311,52.360443,107.53663,0.6258408,3.370625,-0.63112676,-1.9223922,-12.530327,3037297.0,1.5646716,2.4386575,0.77324605,78795.055,-9.958875,306.07346,380.56415,808276.7
-17.048656,4.2465205,7.7042804,23.659416,0.13337678,0.6903783,-1.7810241,1.7174518,-2.2445393,407252.97,-3.1956487,1.1651438,-1.4667323,27835.268,-7.361255,272.3706,380.02567,1104193.5
-14.465584,30.196024,-3.6370018,-23.824318,0.0016360517,-0.23007414,0.75976783,2.1883886,-9.491242,3532681.0,-3.2271154,0.96157104,0.13342619,-93935.625,-14.951374,276.184,379.19965,1855562.8
-14.848986,-68.79192,25.087366,56.65381,0.3323225,0.63111925,-3.2437572,-2.8938887,-7.230978,1551066.6,1.5679926,2.1760213,0.34988233,8519.595,4.3754687,314.46045,381.93216,1465398.4
72.59468,-197.03238,75.30576,183.60873,0.9735013,5.2844453,1.5698856,-2.7375543,-4.364574,148414.12,6.14267,-1.3162271,0.25752354,18810.229,6.8426757,340.44775,379.5158,373843.7
-28.732388,43.003086,33.39514,76.72933,0.4350945,1.6033194,-1.8727747,-1.4892789,-33.215065,-3582.3628,0.20164414,1.1880128,-0.039369624,-40504.84,-1.967023,278.95734,381.3967,767516.4
22.455553,10.059409,-10.806119,-33.992477,-0.11819092,-0.2770674,-0.3233916,3.00126,-24.316124,2662548.2,-1.5123357,1.7667681,-0.08557244,-39920.3,-19.347235,307.18463,378.70563,1283144.9
-31.70429,156.10014,61.835888,174.85342,0.9372953,2.9900954,-0.35065863,1.1611547,-6.359874,-331037.44,-5.932782,-0.09818215,-1.8414046,45500.348,-1.4541699,278.23154,380.1936,627072.6
-16.787464,36.353313,5.2283244,1.1135935,0.098317556,-0.13752386,-7.0583797,-5.33744,-47.081543,988709.9,-0.020890154,-3.0496047,-2.5035906,-17620.572,25.090515,297.11035,381.4406,1286161.5
-53.632145,176.3022,51.098595,149.52151,0.79114616,2.1619115,0.8166702,-0.47403535,-13.361544,-1629205.8,-8.424822,-1.2204624,-1.8068529,20319.842,-0.08168385,268.72336,379.0847,925235.4
104.50184,-28.279081,58.223,156.02678,0.7777121,4.1473904,-3.071682,-4.9016237,-11.423816,1185055.9,1.9711393,-2.6727877,1.338412,12773.847,11.82586,308.7565,379.93402,739897.25
-12.5889845,-5.572602,6.229448,19.306358,0.17322794,0.21655586,-2.005721,-1.2029425,-3.6104095,2805163.8,-4.080766,-1.0605853,0.47093567,-64801.47,7.3485746,298.45673,379.75275,1856900.6
6.221835,3.5679545,14.813178,52.393944,0.24565685,0.5640979,3.914317,0.20197226,-3.4653256,-30939.639,1.4391239,0.8644313,-0.22141507,-28196.508,-0.15891936,314.8254,381.00726,879071.9
-54.622204,47.05696,28.774483,90.24365,0.48586357,1.4048703,2.1310902,3.2279394,2.5553193,333247.5,-4.7048903,-0.67447424,-1.5185739,-77323.27,-1.7213335,287.80243,379.76608,1611728.0
-0.09724337,121.64234,37.643444,125.791176,0.5667642,1.3881992,-2.2649877,-1.3990049,-7.535012,-103174.5,-4.973906,-1.7006636,-2.1736941,-12097.089,1.0273136,288.03378,382.04642,498912.38
49.34985,-17.40556,19.607761,59.7626,0.34372017,0.73478127,-1.9183468,-2.6197295,1.8471897,3619216.5,3.099839,-1.7037965,-0.21263003,-9310.513,12.542169,332.31357,380.22592,1073049.6
22.548813,10.011842,1.4841951,21.368484,0.062467717,0.30453947,1.2593796,1.2258769,-1.5135679,4209971.5,2.7214153,-1.8142695,-0.5150176,40840.375,8.968889,294.0696,380.9228,1760601.2
120.89242,63.43947,50.38657,121.16591,0.6657841,3.3798301,-4.2282257,-0.28795475,-29.595572,811658.2,-0.8505667,-3.7470002,-0.5002688,50827.703,24.805035,310.6878,380.12723,803376.56
74.78599,-64.87544,36.481712,110.8446,0.652275,2.4252493,0.4798803,-1.2089089,-1.9372383,1661170.2,3.8895378,-0.51023954,-0.40463686,19957.016,-4.188548,319.30035,378.96185,1467934.9
8.840213,95.26426,29.239868,75.50245,0.41672534,1.5446095,-1.8809228,-3.5403998,-13.370211,-826302.2,-5.446068,-1.8034891,-2.4516413,30406.516,1.6101195,281.6781,379.78644,749541.1
-45.283585,175.91357,38.582966,119.205765,0.6784185,1.6647074,-0.93836385,-2.0788782,-14.601055,1846864.8,-7.4552712,-0.013339017,-2.1166797,23460.164,-3.1296062,270.0627,378.25348,852953.6
-25.112324,66.30617,38.200386,104.92313,0.6043564,2.2522907,-0.58043236,3.7227118,-10.123554,1081931.0,-2.7439044,-0.60312355,0.026534243,-23837.102,2.0737443,284.98907,378.83896,1039305.6
-126.74011,-99.22794,59.434704,160.98885,0.8104359,3.933505,-2.1998265,-1.840391,-11.242547,1934457.9,1.8434694,1.4470003,0.6959287,39540.973,-10.284297,314.49982,380.06595,892011.7
-15.015096,89.22077,28.929464,62.059006,0.44182286,1.0018997,-2.3541176,1.6477029,-14.765394,1304022.6,-4.803621,1.0003476,-0.4990966,-57284.37,-5.127847,249.80191,381.5532,109962.31
-18.387533,-133.71956,72.29068,175.08646,0.8898853,4.3404684,0.33232006,-3.1962306,-0.6394682,1204376.4,4.0310125,-0.22174916,-1.0212785,16467.258,-0.8718972,330.4709,379.32166,567006.7
-70.498474,113.66828,55.111954,144.21324,0.8163914,2.831518,-2.6149905,2.8753066,-5.284264,761007.8,-2.9109378,0.9096834,-0.30332568,15243.804,-9.408596,285.1932,377.53687,559326.6
12.0302725,-84.45475,56.692493,148.45776,0.7464352,3.5529323,-1.2891235,-2.258199,-10.119935,-113821.85,1.2258664,-0.43345946,-1.4747597,70261.8,-5.0320287,315.16354,379.73935,1161031.2
102.17199,-61.269207,44.464157,133.41594,0.6398917,2.6336253,0.8021305,-4.3644342,-0.59225583,5062052.5,3.5799873,-1.7030708,1.5540805,56170.0,2.130333,334.01535,380.38538,1186245.6
-110.30425,-66.21707,63.936817,173.63544,0.87588835,3.568461,0.04376288,-4.6925282,-5.5605884,1587613.2,2.2968695,2.835977,0.23316973,-29128.957,-15.381665,319.2157,379.96927,166446.62
-42.041264,151.7191,52.635593,148.97122,0.85460716,2.3777812,-0.2131208,-0.30025196,-5.384024,2265243.0,-6.500495,0.34270254,-0.8713421,14296.81,-4.3003983,277.06,379.8679,694364.2
57.370903,169.01022,46.198875,129.97343,0.6982256,2.5805895,-7.0360093,-1.0714687,-10.59139,530932.56,-4.174616,-2.4210587,-2.580834,91729.68,15.447067,271.31216,380.73917,511567.62
-49.99193,-20.203932,30.331732,91.73827,0.45636016,1.457254,1.1201392,-1.3087547,-8.407332,712225.3,-1.2631893,0.8765786,-0.23059613,-62252.812,-13.662797,295.13266,378.968,1193202.0
10.534617,14.665618,-12.194016,-43.003456,-0.20194331,-0.34768698,0.44877306,-1.5089663,-25.234741,1748626.8,-4.2525663,1.9074335,-0.39176276,-90531.16,-22.57937,305.752,379.1806,1014937.0
107.614395,297.81073,85.621765,237.65514,1.2056286,5.589808,-3.4122736,-2.070001,-5.725677,-2028674.8,-7.607028,-3.8978415,-0.7460916,571.6718,17.43065,278.0908,377.15427,422147.7
-121.78342,-65.59682,65.94249,153.66959,0.8358692,4.1465745,0.75741893,-1.9208055,-12.483757,2049932.2,1.0873047,1.9152449,0.4528742,107629.586,-7.7763405,314.4397,380.58087,344020.75
127.45867,115.863716,61.146446,169.3985,0.8590472,4.275121,-3.4080234,-1.1179901,-11.195414,-1935453.4,-3.2769227,-5.9576116,-1.2799152,42454.523,27.462389,296.44284,380.0802,699116.0
84.44294,-37.450317,63.975044,149.97612,0.7766345,4.43473,-0.7971469,-0.21315308,-6.8679204,-2279691.2,0.44080734,-2.8070183,0.24477816,75878.195,18.761162,312.07794,381.04285,604947.75
-122.08136,-102.269516,61.274567,166.61833,0.8648872,3.2270193,0.028511867,-1.7476088,-2.605413,1387531.6,2.9938061,2.1494944,0.52594393,-69326.97,-11.670773,319.12878,381.0424,726235.2
35.075085,115.923256,54.59099,147.83704,0.7888353,2.5263896,-4.206117,-3.1005013,-17.378952,3260210.8,-4.1396613,-4.5475736,-2.7569153,32790.176,23.689749,293.34863,379.09827,1262533.9
19.886786,-52.14285,42.86445,119.15722,0.63480276,2.3341622,-1.5810469,-2.390575,-1.6346941,559212.25,3.7193582,-0.53294694,-0.8825316,28171.38,8.712913,318.11755,381.75214,1005717.56
86.30812,-77.20424,54.58382,140.53247,0.7938174,3.6320662,-2.6351902,1.4209329,0.93752646,-70040.95,4.0709605,-4.011296,0.16317308,71295.625,20.787289,310.24765,380.42303,1484682.4
57.393265,26.667059,29.482306,84.49279,0.38956118,1.8878975,-2.9077086,-4.656428,-18.938578,1242432.5,-0.7673476,-4.8521614,-0.8448128,94540.625,31.896955,304.2531,380.25598,993734.1
-24.223843,-32.400803,23.98026,67.83359,0.39589506,1.3578426,-2.8133483,-3.3836932,-37.810738,726461.9,-0.08206197,1.643533,0.18182254,20740.271,-6.227502,313.63736,380.27795,1643136.4
-108.88155,-131.13728,72.83948,189.23462,0.9908116,4.5645022,-4.2049165,-1.8077565,-3.0118988,2220324.8,3.6546118,2.265056,0.5738057,5061.7046,-6.427023,305.03162,379.28586,1378589.1
62.311188,-21.407543,26.726341,70.25197,0.34926695,1.4344573,-3.8887885,-1.7627298,10.006783,2291150.8,2.5876887,-2.8780842,-0.38552397,-2549.2373,20.752283,304.84644,380.92877,1527032.5
15.705951,13.196727,-10.382859,-32.164658,-0.13260368,-0.20528361,-5.07723,-4.0097218,-13.160688,2506262.2,-0.34161338,-3.8805473,0.010388893,-31744.004,24.878168,294.7903,381.04053,2090339.4
-26.078024,-68.99684,45.501797,127.99637,0.66622347,2.4213655,-0.7385066,-1.209838,-0.9789838,1889795.0,1.9124049,0.94386,-1.2089769,21094.686,-14.600178,317.63065,379.73685,1393430.9
5.1191826,76.50634,33.276417,93.33083,0.50227094,1.7272451,-2.9287734,1.2183992,-8.720681,3139242.0,-3.631501,-0.8426133,0.43402585,101811.25,7.4675636,284.7239,380.54617,1411666.1
-3.9002552,19.519869,-19.536625,-45.05047,-0.22697297,-0.9574261,-4.1922317,-2.9285834,-20.317865,-2271343.8,1.691927,-3.6724749,0.10405743,14905.674,27.787989,291.31778,380.9706,784136.5
7.0204287,26.44443,-13.786366,-36.909157,-0.106528975,-0.49190423,0.30692548,2.6983593,-20.37192,1649268.2,2.0282087,1.8868113,0.26738808,-111707.24,3.635725,291.28198,382.75146,160167.88
-14.954097,-229.97058,79.774315,213.50911,1.138792,5.1158776,0.71182084,-4.4241595,4.154606,2406755.2,6.6607313,0.5683865,1.6739709,31404.092,-5.362617,354.4601,380.21152,455585.38
-31.46282,17.316755,4.644502,21.459213,0.15273234,0.14090124,1.6401037,0.50845665,6.259513,2545249.8,-4.252439,-1.0457654,-0.44989413,-69599.86,13.086562,305.4479,381.91412,1285924.1
2.896676,22.046934,1.4515718,-7.0762258,0.010136598,0.07646205,0.1239205,4.579802,-18.172579,-780364.75,-2.7701147,3.6177201,-0.73545796,-18844.342,-24.670734,298.20602,380.79282,206209.88
-110.036156,-23.019127,58.083134,154.2393,0.79407483,3.0436785,-2.3436477,-2.1682408,-20.837862,-1304824.8,-0.5504477,2.2444236,-0.31087866,63517.844,-14.845018,299.3316,378.29376,1141326.2
-146.61089,15.347152,54.718548,154.13847,0.7584432,2.8469808,0.06254179,-2.0853071,-25.5192,2657536.0,-0.36973122,3.0716636,0.5724722,-26493.166,-26.675571,307.49258,379.89423,419656.12
9.56923,13.523858,-4.9979825,-5.960381,-0.008256412,-0.27069518,-2.558376,0.39189854,-38.851254,497783.7,-0.2996248,5.4537983,1.3164922,-138732.14,-36.419495,305.99905,379.9547,1020407.75
32.931347,-41.889774,25.673174,73.35149,0.4260465,1.361013,-0.16623533,-2.7320545,-2.7410803,1930126.5,2.0921934,1.2740295,0.9126481,-19840.89,2.2945418,314.5452,382.03925,1065308.0
-64.7923,-121.589935,75.3942,191.8655,0.960411,4.6377273,3.1825378,-0.028320303,5.516704,1300156.2,2.5326526,0.026482522,0.2902007,63529.195,-4.9126663,324.3475,379.72144,707879.1
-27.60113,-62.652702,67.30988,151.5522,0.8336488,4.2591257,-0.28757507,-2.3215616,2.9898212,-20160.336,1.5135608,-0.3348623,-0.30661967,20108.488,3.7122517,314.08652,381.4597,496765.56
-101.984886,-90.0163,71.688705,193.72752,0.9908334,4.6108904,-1.8422742,-1.9632338,-8.15508,825141.06,2.4171774,1.3990983,-0.95636666,53500.8,-11.270577,315.3796,378.80338,1131331.6
-129.40182,261.9153,83.14224,224.9749,1.1906914,3.9812362,-1.9781221,-0.94652027,-12.743439,2668085.8,-7.1198907,1.3029906,0.14780733,83180.87,-12.22452,268.51727,378.61823,559579.56
-52.649055,-168.50455,59.850826,161.76422,0.8418411,3.396797,-0.04561724,-2.2530286,-14.291948,148606.92,3.8034134,1.2466859,-1.2271596,86944.27,-10.408052,326.31912,380.90564,695442.0
-97.77025,3.5581126,39.319252,99.87577,0.5789916,2.1077037,-1.2698152,1.5087571,-1.5200267,-775057.25,-0.1963137,1.6815176,-0.4517226,-123063.555,-15.099629,286.20215,378.40848,1772960.0
0.82830137,24.219725,14.309144,24.43026,0.15822849,0.9194528,-0.5180586,2.5914078,-7.8107147,-922320.56,-1.2532256,3.3698435,0.88260317,-8899.6045,-9.236268,288.5103,379.3658,-49128.69
-224.34499,19.86975,73.80485,200.49292,0.98529917,3.997885,-1.5024829,0.27754325,-4.6561575,-2344576.8,0.78546995,3.8737464,-1.057291,20820.068,-29.375454,306.08997,379.27106,207132.69
11.902682,26.280096,-25.50919,-86.77575,-0.2942368,-1.3032117,-2.1949508,1.5569172,-18.44403,3358954.8,1.4918815,1.9365727,-2.291824,-128354.94,8.892125,257.9767,384.81454,17584.686
130.82245,-170.07108,85.33944,212.28488,1.0874856,6.3971143,-4.3423486,-5.4873238,-2.2595003,1053427.2,4.9064107,-2.7226973,-0.71638817,35973.605,15.967773,327.4159,379.09695,963478.06
-51.32516,-120.50704,69.18478,179.15344,0.9042218,4.110223,1.2662039,-0.34795117,-8.760188,324076.97,3.5621505,1.0627209,0.26305398,-41247.945,1.382219,313.3362,378.60806,1013426.5
-66.546,-144.36026,94.63389,221.33464,1.1232147,6.47179,-0.12013529,-2.0471158,-14.733446,2380492.2,2.1142771,-0.70645314,0.21616936,111133.26,1.3444244,320.7843,381.04782,615390.2
-8.639909,14.927199,-7.0369763,-16.552742,-0.026843494,-0.3950679,-0.08802661,0.19594419,-26.15802,549235.8,0.21286389,3.0029485,2.1839373,-66181.91,-2.8459837,301.56976,380.7264,978987.5
-88.23112,65.62298,65.65671,175.56093,0.8940288,3.3304331,0.39528394,-1.4512084,-12.386853,-524431.44,-1.3801726,2.032477,1.0938723,36264.67,-10.974054,295.39383,378.7647,690628.3
-101.95093,-22.874771,63.326748,151.0825,0.8009511,3.4669545,-1.104017,-1.7465715,-8.010638,3367865.5,0.7928701,1.3993794,-0.644362,39147.016,-11.752827,300.4661,380.89758,791307.7
15.194823,-11.663774,23.039629,57.88556,0.33039144,0.9268744,0.44850034,-0.40949965,-2.7577674,-632181.56,0.73029125,1.7912645,-0.60144657,-25815.043,-14.15042,310.99857,381.14886,1010422.4
173.5941,-98.36809,62.89501,178.38332,0.8611861,4.3022447,-2.8341203,-0.068754986,9.56782,3042867.5,6.2627068,-3.5117238,-0.3288689,64157.41,24.209919,313.3451,379.41348,1788561.9
-61.440567,6.2360168,76.46514,217.85944,1.0642947,5.0469975,-2.812857,-0.8622262,6.0326085,-365643.53,-1.1706414,0.5899753,0.30086368,33714.77,11.469824,294.16577,380.29782,1546924.1
96.58705,-61.35859,82.45438,185.46574,1.0001111,5.998403,-2.83979,-1.038513,9.832566,3293015.0,0.4258172,-2.3615205,-0.5422459,21070.807,13.37021,314.91327,378.50998,879515.9
32.241394,36.3466,35.503902,104.9719,0.5788298,2.0454388,0.45870715,4.174573,-4.5590024,4282893.5,-2.3059294,-0.91907525,-2.4783735,12644.784,-4.7378144,273.30823,382.7371,876055.1
214.06235,124.68415,91.243286,217.13818,1.0939046,6.8637824,-5.405428,3.599065,-6.113227,2440047.8,-2.8047426,-5.387744,0.33140725,-29330.219,26.905338,289.6429,378.51636,804841.7
-19.222933,45.692753,-12.502637,-33.13452,-0.1397787,-0.9938667,-3.294183,-2.0541189,-10.15882,-309967.5,-0.9995387,-6.787632,-1.6675404,-37497.098,34.992863,318.2003,377.7,1984135.8
94.4087,-16.465984,57.917877,156.66415,0.8150207,3.5605922,-6.261155,-4.125042,-10.5812435,4058098.8,-0.057592727,-3.2728114,-1.8276796,34910.83,14.512362,303.23386,379.01877,1639829.8
9.728652,14.316031,-8.238637,-32.361824,-0.08402953,-0.3916597,-0.4386719,0.67207617,-15.515182,4046142.0,-0.3814157,0.04524839,0.12826338,-104389.484,15.089315,291.0371,382.32614,1393515.8
-17.071632,12.992705,6.8086753,22.957298,0.18662289,0.28417292,-0.34392974,3.1024497,-9.058767,-430730.56,-2.463177,0.5450453,-0.49244446,31398.46,2.423242,280.37335,380.01437,1155105.6
-141.5426,71.7049,71.19738,167.5031,0.91362834,3.8388853,0.8444986,0.13613018,-8.996535,2512387.8,-1.0507847,3.2992632,1.1722374,43911.664,-15.47539,293.16678,378.2343,324914.94
37.09228,106.152534,29.177425,88.78656,0.45085922,2.137222,-3.7486432,1.1051058,-2.9732473,5947062.5,-3.7493901,-3.6647956,1.3056798,13728.372,16.27105,268.32272,380.95065,1064023.4
-43.531902,-83.30895,32.47296,100.75333,0.5167143,1.79285,-3.4501257,-0.31732184,-2.8332787,2568001.0,2.4899201,2.9097614,-0.14575607,-46420.344,-11.612435,319.55005,381.35068,1215595.9
-4.071242,20.688124,-18.143223,-56.834633,-0.22827843,-0.7977874,-1.7818655,0.82751,-21.492514,-486904.12,-3.430365,0.9865487,0.10364637,-56094.633,7.50142,283.87726,380.14337,736333.9
-81.39434,169.73126,72.60586,189.57585,0.95617086,3.8003578,-2.2059624,-3.7727559,-31.507936,1299129.1,-4.111083,1.3373154,0.34334508,18488.291,-12.308104,278.66595,380.07147,62652.81
-46.939087,-123.641914,71.852745,181.40611,0.9372473,4.713776,0.21156539,-1.5033869,-16.3631,-889263.44,4.251737,0.5565105,-0.41659474,33341.2,1.0925623,315.0646,380.9385,1085687.6
-6.304602,13.352328,-10.233758,-39.42077,-0.12329326,-0.2665002,-2.4668195,2.6230874,-9.915022,686696.75,-3.8168647,-2.6049335,-0.055924784,-43542.703,18.413206,294.2397,379.41992,2024954.1
-27.292753,-55.119305,25.444843,73.727,0.40183216,1.6641392,-0.6553256,-1.5126028,-21.853104,1213261.0,1.7786222,3.5507116,-0.11787094,-14291.108,-27.84226,332.6738,379.33493,807777.5
123.89004,-62.48624,68.661644,173.36003,0.8913626,4.4467893,-4.6128955,0.15013482,-10.362498,1549838.1,1.2770051,-3.0852304,-1.5715106,58277.617,21.000309,310.32556,381.92163,405067.8
-22.155666,9.01068,15.719716,34.05934,0.24815448,0.6226889,-1.3572341,-1.5937784,-20.704222,430982.5,-4.1205034,-0.021764185,-1.2402025,-16576.74,4.008551,301.98935,381.59958,1675844.6
